x,y
599.0,303.0
358.0,-784.0
174.0,785.0
393.0,-764.0
369.0,-1218.0
400.0,-829.0
-64.0,1068.0
437.0,-1164.0
417.0,-862.0
399.0,-1051.0
389.0,-781.0
344.0,-1169.0
493.0,-1231.0
413.0,-727.0
481.0,116.0
429.0,-715.0
470.0,-1228.0
474.0,-1222.0
479.0,-1218.0
422.0,-723.0
516.0,-30.0
495.0,111.0
347.0,-767.0
470.0,83.0
426.0,-713.0
434.0,-805.0
419.0,-740.0
337.0,-1164.0
339.0,-1175.0
395.0,-862.0
357.0,-1059.0
331.0,-973.0
429.0,-788.0
405.0,-1068.0
378.0,-1225.0
424.0,-904.0
361.0,-799.0
455.0,-1228.0
447.0,-934.0
381.0,-1213.0
395.0,-893.0
430.0,-788.0
329.0,-1098.0
415.0,-706.0
283.0,-806.0
515.0,70.0
396.0,-842.0
420.0,-882.0
387.0,-865.0
395.0,-847.0
285.0,-816.0
514.0,68.0
350.0,-1060.0
323.0,-1078.0
507.0,71.0
409.0,-728.0
510.0,58.0
417.0,-728.0
431.0,-774.0
449.0,-936.0
304.0,-889.0
416.0,-739.0
338.0,-1165.0
448.0,-936.0
-429.0,1473.0
280.0,-971.0
388.0,-1021.0
350.0,-928.0
278.0,-824.0
414.0,-827.0
430.0,-812.0
426.0,-1145.0
455.0,-1231.0
386.0,-922.0
339.0,-1172.0
391.0,-957.0
404.0,-806.0
405.0,-861.0
255.0,-805.0
380.0,-876.0
339.0,-844.0
344.0,-1032.0
388.0,-1164.0
307.0,-964.0
212.0,-868.0
395.0,-844.0
329.0,-966.0
439.0,-855.0
415.0,-878.0
445.0,-896.0
435.0,-796.0
338.0,-842.0
388.0,-909.0
405.0,-756.0
421.0,-714.0
414.0,-819.0
419.0,-879.0
299.0,-813.0
298.0,-825.0
427.0,-844.0
426.0,-844.0
342.0,-839.0
341.0,-840.0
261.0,-972.0
369.0,-939.0
384.0,-854.0
400.0,-1048.0
449.0,-854.0
395.0,-747.0
414.0,-798.0
358.0,-809.0
390.0,-767.0
209.0,-1054.0
409.0,-733.0
400.0,-1051.0
407.0,-762.0
262.0,506.0
416.0,-881.0
347.0,-866.0
280.0,-817.0
451.0,-934.0
428.0,-714.0
423.0,-715.0
441.0,-711.0
414.0,-816.0
401.0,-745.0
421.0,-726.0
417.0,-936.0
356.0,-826.0
420.0,-878.0
388.0,-771.0
307.0,-880.0
370.0,-766.0
363.0,-956.0
384.0,-1214.0
396.0,-777.0
398.0,-757.0
390.0,-943.0
359.0,-836.0
430.0,-771.0
380.0,-1221.0
342.0,-1190.0
513.0,86.0
353.0,-1161.0
402.0,-755.0
451.0,-928.0
346.0,-1123.0
413.0,-738.0
403.0,-940.0
464.0,-942.0
320.0,-811.0
449.0,-940.0
521.0,43.0
349.0,-823.0
419.0,-741.0
279.0,-824.0
439.0,-717.0
406.0,-749.0
380.0,-1217.0
453.0,-942.0
355.0,-808.0
-70.0,1104.0
395.0,-746.0
400.0,-741.0
400.0,-808.0
428.0,-721.0
415.0,-714.0
606.0,266.0
262.0,-982.0
121.0,-863.0
487.0,93.0
423.0,-710.0
406.0,-1118.0
354.0,-773.0
184.0,-657.0
400.0,-842.0
420.0,-711.0
208.0,-1565.0
417.0,-881.0
361.0,-1132.0
404.0,-753.0
292.0,-810.0
418.0,-716.0
-329.0,-688.0
408.0,-872.0
400.0,-747.0
406.0,-966.0
340.0,-779.0
395.0,-762.0
411.0,-748.0
301.0,-905.0
356.0,-1197.0
375.0,-1224.0
448.0,-929.0
400.0,-828.0
340.0,-842.0
296.0,-907.0
390.0,-761.0
427.0,-855.0
405.0,-1120.0
383.0,-751.0
-63.0,1069.0
363.0,-851.0
386.0,-953.0
415.0,-882.0
380.0,-1216.0
399.0,-850.0
439.0,-883.0
455.0,-1230.0
429.0,-723.0
347.0,-867.0
398.0,-828.0
538.0,-27.0
280.0,-816.0
390.0,-1049.0
305.0,-952.0
334.0,-846.0
430.0,-763.0
279.0,-822.0
393.0,-783.0
437.0,-754.0
400.0,-748.0
413.0,-734.0
369.0,-1205.0
337.0,-1183.0
474.0,-1220.0
403.0,-747.0
388.0,-937.0
430.0,-895.0
442.0,-940.0
407.0,-749.0
409.0,-746.0
404.0,-825.0
461.0,-1229.0
414.0,-874.0
424.0,-882.0
386.0,-1213.0
467.0,101.0
-275.0,1530.0
398.0,-1216.0
432.0,-774.0
499.0,87.0
422.0,-882.0
423.0,-712.0
381.0,-882.0
462.0,-631.0
413.0,-815.0
404.0,-829.0
-320.0,1159.0
422.0,-795.0
424.0,-881.0
387.0,-751.0
427.0,-713.0
426.0,-716.0
421.0,-715.0
330.0,-970.0
365.0,-867.0
353.0,1389.0
422.0,-711.0
423.0,-734.0
335.0,-822.0
438.0,-877.0
431.0,-883.0
421.0,-793.0
268.0,308.0
441.0,-702.0
475.0,192.0
426.0,-856.0
413.0,-730.0
367.0,-971.0
196.0,-992.0
397.0,-1218.0
338.0,-1125.0
497.0,58.0
449.0,-919.0
424.0,-725.0
412.0,-732.0
395.0,-1049.0
303.0,-938.0
465.0,-1025.0
362.0,-1153.0
415.0,-879.0
291.0,-810.0
412.0,-899.0
507.0,-20.0
478.0,-1224.0
433.0,-936.0
394.0,-767.0
509.0,45.0
372.0,-774.0
337.0,-1170.0
347.0,-837.0
399.0,-750.0
515.0,-25.0
328.0,-1168.0
138.0,1005.0
448.0,-938.0
234.0,854.0
391.0,-769.0
401.0,-761.0
397.0,-750.0
378.0,-1212.0
413.0,-759.0
321.0,348.0
392.0,-919.0
385.0,-1228.0
398.0,-986.0
350.0,-809.0
364.0,254.0
431.0,-895.0
418.0,-732.0
337.0,-789.0
426.0,-833.0
416.0,-837.0
452.0,-934.0
458.0,88.0
401.0,-846.0
404.0,-824.0
306.0,-984.0
272.0,-803.0
324.0,-870.0
443.0,-899.0
413.0,-816.0
460.0,-1228.0
431.0,-1073.0
336.0,-845.0
339.0,-1121.0
468.0,-1008.0
221.0,-1593.0
403.0,-746.0
480.0,-1222.0
328.0,-1135.0
422.0,-856.0
427.0,-862.0
521.0,51.0
343.0,-1189.0
386.0,-1229.0
372.0,-887.0
401.0,-882.0
391.0,-1200.0
432.0,-717.0
415.0,-732.0
360.0,-840.0
458.0,-846.0
418.0,-726.0
417.0,-813.0
327.0,-1169.0
425.0,-907.0
406.0,-753.0
533.0,-91.0
410.0,-807.0
402.0,-742.0
197.0,-1551.0
373.0,-1070.0
332.0,-969.0
388.0,-767.0
330.0,-1169.0
420.0,-893.0
338.0,-1164.0
429.0,-784.0
366.0,-1218.0
302.0,-857.0
469.0,-1140.0
333.0,-846.0
391.0,-765.0
438.0,-795.0
-84.0,1152.0
-8.0,1139.0
377.0,-859.0
362.0,1383.0
445.0,-936.0
438.0,-712.0
253.0,515.0
462.0,61.0
384.0,-1052.0
440.0,-913.0
417.0,-884.0
347.0,-1204.0
511.0,170.0
291.0,-812.0
411.0,-1120.0
474.0,-1214.0
366.0,-822.0
189.0,-992.0
417.0,-837.0
451.0,-1229.0
432.0,-763.0
391.0,-777.0
437.0,73.0
425.0,-964.0
325.0,-1170.0
384.0,-988.0
367.0,-1217.0
396.0,-1070.0
445.0,-881.0
409.0,-1119.0
361.0,-793.0
367.0,-866.0
318.0,-931.0
414.0,-747.0
389.0,-755.0
407.0,-1118.0
303.0,-955.0
438.0,-909.0
355.0,-1207.0
381.0,-1226.0
415.0,-905.0
330.0,-1172.0
222.0,-1010.0
437.0,-702.0
-158.0,-479.0
349.0,1358.0
313.0,-893.0
398.0,-948.0
357.0,-1192.0
-4.0,1172.0
260.0,-802.0
408.0,-896.0
336.0,-839.0
419.0,-721.0
-254.0,-493.0
339.0,-1164.0
404.0,-1051.0
484.0,109.0
473.0,-1223.0
351.0,-812.0
349.0,-921.0
429.0,-716.0
428.0,-842.0
360.0,-1122.0
386.0,-773.0
355.0,-810.0
404.0,-759.0
474.0,-971.0
150.0,1210.0
-86.0,1152.0
-71.0,1077.0
-66.0,1068.0
384.0,-789.0
408.0,-748.0
475.0,-978.0
352.0,-870.0
424.0,-713.0
511.0,-1152.0
427.0,-712.0
426.0,-839.0
529.0,-735.0
398.0,-754.0
425.0,-736.0
185.0,739.0
280.0,-821.0
399.0,-828.0
397.0,-756.0
340.0,-839.0
408.0,-744.0
421.0,-761.0
432.0,-716.0
129.0,1218.0
417.0,-722.0
431.0,-859.0
406.0,-770.0
385.0,-752.0
374.0,-787.0
489.0,23.0
413.0,-819.0
420.0,-713.0
157.0,1209.0
404.0,-37.0
430.0,-708.0
423.0,-883.0
426.0,-711.0
512.0,-1106.0
416.0,-725.0
432.0,-892.0
403.0,-760.0
424.0,-850.0
515.0,-2.0
519.0,-21.0
390.0,-772.0
327.0,-969.0
436.0,-934.0
448.0,-1241.0
-77.0,1104.0
330.0,-1170.0
387.0,-900.0
429.0,-856.0
420.0,-715.0
431.0,-837.0
422.0,-741.0
334.0,-1045.0
432.0,-787.0
402.0,-759.0
195.0,-997.0
298.0,-853.0
419.0,-711.0
431.0,-839.0
342.0,-868.0
458.0,94.0
431.0,-707.0
266.0,-801.0
432.0,-709.0
416.0,-884.0
453.0,-937.0
556.0,126.0
470.0,-1236.0
214.0,-1579.0
422.0,-879.0
357.0,-798.0
353.0,-807.0
337.0,-1142.0
414.0,-814.0
-64.0,1075.0
213.0,-1580.0
276.0,-804.0
-298.0,308.0
146.0,-905.0
505.0,45.0
509.0,44.0
402.0,-751.0
420.0,-974.0
443.0,-856.0
329.0,-969.0
352.0,-859.0
512.0,68.0
395.0,-763.0
325.0,-937.0
399.0,-748.0
304.0,-869.0
282.0,-825.0
470.0,103.0
402.0,-770.0
403.0,-757.0
475.0,-1205.0
420.0,-865.0
431.0,-738.0
449.0,-917.0
352.0,-1079.0
480.0,79.0
457.0,-1219.0
444.0,-923.0
409.0,-743.0
420.0,-837.0
302.0,-909.0
437.0,-728.0
139.0,1006.0
343.0,-865.0
429.0,-880.0
362.0,-863.0
439.0,-700.0
411.0,-746.0
451.0,-935.0
424.0,-833.0
185.0,-667.0
523.0,46.0
428.0,-716.0
511.0,44.0
407.0,-755.0
416.0,-727.0
277.0,-805.0
282.0,-824.0
428.0,-855.0
-378.0,1450.0
453.0,-694.0
393.0,-767.0
451.0,-933.0
432.0,-893.0
393.0,-949.0
481.0,171.0
402.0,-743.0
416.0,-939.0
428.0,-887.0
403.0,-884.0
401.0,-807.0
485.0,-1230.0
304.0,-865.0
483.0,-1166.0
350.0,-789.0
380.0,-1222.0
446.0,-794.0
431.0,-934.0
330.0,-801.0
501.0,144.0
464.0,-1168.0
444.0,-732.0
105.0,-669.0
306.0,-983.0
522.0,54.0
5.0,1014.0
520.0,51.0
485.0,-1179.0
408.0,-803.0
458.0,-1225.0
286.0,772.0
470.0,-948.0
452.0,-1232.0
470.0,-1242.0
388.0,-900.0
-70.0,1074.0
425.0,-751.0
327.0,-970.0
374.0,-793.0
435.0,-704.0
360.0,-843.0
328.0,-836.0
408.0,-746.0
229.0,-1099.0
400.0,-749.0
557.0,126.0
357.0,-812.0
366.0,-771.0
417.0,-741.0
351.0,-760.0
397.0,-841.0
186.0,-684.0
416.0,-709.0
413.0,-737.0
339.0,-848.0
407.0,-1120.0
323.0,-812.0
304.0,-901.0
471.0,-1229.0
404.0,-749.0
424.0,-894.0
399.0,-831.0
499.0,-972.0
296.0,-953.0
374.0,1271.0
99.0,-841.0
-220.0,-479.0
414.0,-757.0
408.0,-1120.0
375.0,-871.0
320.0,-1103.0
429.0,-708.0
457.0,-955.0
285.0,-817.0
493.0,-1243.0
437.0,-723.0
335.0,-821.0
416.0,-738.0
561.0,90.0
413.0,-744.0
375.0,-774.0
192.0,-885.0
438.0,-700.0
372.0,-1158.0
406.0,-792.0
184.0,-672.0
403.0,-1051.0
492.0,-1230.0
513.0,-853.0
345.0,-1173.0
441.0,-1147.0
488.0,26.0
368.0,-800.0
324.0,-894.0
449.0,-687.0
408.0,-747.0
422.0,-768.0
325.0,-878.0
-179.0,-438.0
301.0,-956.0
361.0,-1151.0
466.0,-1120.0
475.0,-1113.0
416.0,-935.0
137.0,1005.0
373.0,-1079.0
415.0,-749.0
383.0,-1204.0
413.0,-723.0
456.0,-936.0
423.0,-1229.0
327.0,-800.0
327.0,-1171.0
457.0,-1215.0
184.0,-660.0
364.0,-790.0
280.0,-1110.0
413.0,-728.0
357.0,-1185.0
329.0,-1169.0
436.0,-941.0
438.0,113.0
426.0,-836.0
342.0,-1113.0
364.0,1274.0
342.0,-810.0
370.0,-1216.0
331.0,-832.0
343.0,-852.0
409.0,-727.0
510.0,-31.0
329.0,-807.0
413.0,-731.0
465.0,-1238.0
414.0,-818.0
408.0,-766.0
-120.0,-770.0
409.0,-745.0
-235.0,-465.0
389.0,-901.0
538.0,-15.0
11.0,1013.0
393.0,-779.0
393.0,-752.0
516.0,-39.0
407.0,-730.0
354.0,-922.0
365.0,-874.0
522.0,55.0
351.0,-1206.0
337.0,-956.0
324.0,-901.0
430.0,-837.0
387.0,-768.0
354.0,-994.0
401.0,-756.0
403.0,-754.0
340.0,-811.0
-2.0,-785.0
464.0,-1170.0
302.0,-858.0
414.0,-737.0
396.0,-977.0
434.0,-840.0
443.0,-883.0
417.0,-701.0
410.0,-728.0
394.0,-948.0
392.0,-843.0
598.0,187.0
395.0,-882.0
398.0,-760.0
219.0,-1023.0
402.0,-37.0
405.0,-809.0
378.0,-794.0
315.0,-835.0
-296.0,304.0
390.0,-748.0
333.0,-1117.0
397.0,-794.0
472.0,87.0
426.0,-879.0
475.0,-949.0
448.0,-717.0
408.0,-731.0
263.0,501.0
420.0,-880.0
536.0,100.0
364.0,-868.0
294.0,-1009.0
401.0,-830.0
340.0,-1127.0
404.0,-751.0
305.0,-877.0
528.0,-21.0
334.0,-845.0
446.0,-731.0
349.0,-1170.0
342.0,-1100.0
146.0,1211.0
360.0,-867.0
446.0,-893.0
265.0,-819.0
474.0,-1223.0
426.0,-847.0
402.0,-766.0
380.0,-1213.0
446.0,-726.0
378.0,-1220.0
385.0,-756.0
451.0,-1235.0
441.0,-935.0
594.0,248.0
505.0,-1046.0
292.0,-998.0
386.0,-761.0
-64.0,1061.0
436.0,-880.0
226.0,884.0
437.0,-980.0
478.0,64.0
339.0,-1182.0
296.0,-958.0
462.0,153.0
333.0,-1119.0
319.0,-1066.0
439.0,125.0
430.0,-709.0
341.0,-1188.0
344.0,-1196.0
511.0,37.0
410.0,-739.0
594.0,179.0
460.0,-1239.0
152.0,1206.0
409.0,-799.0
369.0,-1115.0
433.0,-798.0
196.0,-993.0
468.0,-958.0
401.0,-842.0
215.0,392.0
401.0,-767.0
306.0,-872.0
416.0,-877.0
473.0,-1196.0
412.0,-716.0
421.0,-833.0
378.0,-1116.0
331.0,-961.0
520.0,43.0
383.0,-1046.0
441.0,-692.0
306.0,-979.0
424.0,-886.0
224.0,1141.0
395.0,-8.0
325.0,-973.0
404.0,-850.0
402.0,-741.0
422.0,2.0
420.0,-926.0
278.0,-827.0
352.0,-1141.0
401.0,-894.0
362.0,-819.0
491.0,-1227.0
368.0,-789.0
398.0,-1044.0
423.0,-717.0
423.0,-882.0
400.0,-831.0
193.0,-991.0
425.0,-716.0
396.0,-764.0
402.0,-769.0
447.0,-750.0
350.0,-897.0
346.0,-1205.0
391.0,-804.0
345.0,-819.0
432.0,-706.0
487.0,22.0
420.0,-710.0
454.0,123.0
367.0,-1218.0
413.0,-741.0
386.0,-907.0
422.0,-708.0
370.0,-887.0
349.0,-851.0
406.0,-800.0
383.0,-752.0
434.0,-846.0
419.0,-914.0
467.0,-1170.0
422.0,-832.0
438.0,-912.0
440.0,-717.0
220.0,-1597.0
445.0,-932.0
415.0,-726.0
402.0,-806.0
-62.0,1070.0
403.0,-789.0
398.0,-750.0
409.0,-778.0
440.0,-732.0
398.0,-758.0
450.0,-706.0
386.0,-910.0
388.0,-904.0
416.0,-965.0
325.0,-938.0
334.0,-793.0
353.0,-810.0
-349.0,1386.0
426.0,-777.0
428.0,-860.0
545.0,-1053.0
395.0,-822.0
376.0,-775.0
444.0,-1035.0
195.0,-992.0
429.0,-1124.0
361.0,-801.0
337.0,-841.0
-70.0,1105.0
403.0,-767.0
423.0,-896.0
420.0,-839.0
288.0,-819.0
488.0,-1226.0
396.0,-864.0
425.0,-923.0
417.0,-726.0
402.0,-750.0
-43.0,1381.0
271.0,-825.0
456.0,-1212.0
392.0,-844.0
405.0,-799.0
409.0,-904.0
472.0,-1222.0
428.0,-861.0
299.0,-956.0
351.0,-794.0
418.0,-729.0
234.0,853.0
432.0,-735.0
418.0,-719.0
611.0,-1463.0
425.0,-830.0
419.0,-882.0
383.0,-816.0
430.0,-782.0
377.0,-775.0
415.0,-875.0
425.0,-829.0
421.0,-702.0
404.0,-797.0
414.0,-705.0
423.0,-721.0
302.0,-814.0
-10.0,1004.0
381.0,-791.0
444.0,-937.0
412.0,-739.0
293.0,-985.0
421.0,-740.0
380.0,-897.0
435.0,-705.0
448.0,-1084.0
394.0,-815.0
381.0,-888.0
410.0,-964.0
371.0,-945.0
354.0,1387.0
206.0,-871.0
416.0,-729.0
470.0,76.0
298.0,-953.0
439.0,-761.0
381.0,-1032.0
-63.0,1070.0
412.0,-813.0
-75.0,1122.0
389.0,-768.0
400.0,-886.0
344.0,-1199.0
423.0,-881.0
396.0,-782.0
-23.0,-799.0
423.0,-855.0
405.0,-846.0
404.0,-838.0
-313.0,1469.0
281.0,-807.0
491.0,-1228.0
343.0,-838.0
400.0,328.0
438.0,-880.0
421.0,-882.0
559.0,-47.0
387.0,-92.0
431.0,-752.0
-308.0,1215.0
342.0,-1192.0
417.0,-930.0
427.0,-835.0
335.0,-844.0
391.0,-768.0
413.0,-1056.0
259.0,-801.0
450.0,-928.0
384.0,-821.0
295.0,-951.0
421.0,-713.0
333.0,-870.0
365.0,-826.0
320.0,-1107.0
278.0,-971.0
312.0,1215.0
377.0,-889.0
467.0,-969.0
354.0,1396.0
385.0,-900.0
408.0,-757.0
417.0,-714.0
412.0,-859.0
497.0,-1149.0
341.0,-1192.0
412.0,-736.0
346.0,-1132.0
414.0,-821.0
257.0,-802.0
426.0,-712.0
412.0,-734.0
454.0,-738.0
416.0,-904.0
421.0,-883.0
353.0,1395.0
414.0,-722.0
458.0,-942.0
482.0,-1013.0
470.0,-1234.0
342.0,-848.0
560.0,929.0
353.0,-975.0
419.0,-725.0
411.0,-1121.0
407.0,-803.0
414.0,-744.0
399.0,1164.0
290.0,-809.0
220.0,-1594.0
403.0,-967.0
416.0,-812.0
421.0,-768.0
443.0,-878.0
419.0,-885.0
410.0,-742.0
433.0,-763.0
294.0,-949.0
431.0,-862.0
481.0,115.0
392.0,-1198.0
287.0,-814.0
391.0,-1049.0
467.0,-1172.0
407.0,-763.0
419.0,-709.0
341.0,-1122.0
386.0,-752.0
401.0,-775.0
393.0,-746.0
423.0,-738.0
415.0,-814.0
280.0,-827.0
356.0,-822.0
280.0,-823.0
548.0,94.0
379.0,-1219.0
380.0,-1018.0
386.0,-903.0
395.0,-861.0
431.0,-885.0
439.0,-789.0
577.0,116.0
479.0,-970.0
337.0,-1176.0
467.0,-921.0
357.0,-809.0
409.0,-775.0
355.0,-978.0
279.0,-820.0
266.0,-802.0
352.0,-897.0
360.0,-922.0
396.0,-768.0
345.0,-1186.0
427.0,-781.0
419.0,-714.0
420.0,-726.0
393.0,-842.0
382.0,-904.0
316.0,-842.0
267.0,-800.0
342.0,-844.0
129.0,748.0
392.0,-947.0
406.0,-857.0
311.0,-975.0
427.0,-708.0
388.0,-92.0
333.0,-841.0
422.0,-718.0
518.0,-13.0
404.0,-802.0
404.0,1168.0
352.0,-810.0
184.0,-662.0
422.0,-831.0
-300.0,-512.0
300.0,-957.0
417.0,-717.0
362.0,-817.0
428.0,-844.0
439.0,-701.0
450.0,-938.0
303.0,-898.0
415.0,-740.0
405.0,-802.0
392.0,-842.0
350.0,-1164.0
380.0,-1226.0
292.0,-821.0
390.0,-844.0
400.0,-743.0
408.0,-756.0
360.0,-866.0
295.0,-954.0
361.0,-795.0
347.0,-1173.0
379.0,-783.0
428.0,-767.0
323.0,349.0
336.0,-790.0
356.0,-870.0
198.0,-1551.0
417.0,-916.0
442.0,-1093.0
294.0,-986.0
64.0,24.0
450.0,-930.0
425.0,-836.0
410.0,-1177.0
350.0,-807.0
355.0,-809.0
333.0,-866.0
214.0,-1577.0
264.0,-814.0
335.0,-888.0
437.0,-798.0
400.0,-1055.0
465.0,-937.0
396.0,-1061.0
427.0,-832.0
427.0,-827.0
467.0,-957.0
374.0,-775.0
385.0,-751.0
409.0,-1241.0
416.0,-814.0
431.0,-715.0
139.0,1004.0
452.0,92.0
454.0,-1225.0
413.0,-701.0
442.0,-883.0
429.0,-1099.0
309.0,-954.0
530.0,-22.0
428.0,-839.0
397.0,-897.0
357.0,1398.0
507.0,-35.0
391.0,-843.0
403.0,-797.0
368.0,-774.0
422.0,-719.0
393.0,-845.0
387.0,-825.0
330.0,-965.0
398.0,-860.0
381.0,-773.0
323.0,-938.0
397.0,88.0
438.0,-1206.0
461.0,145.0
230.0,1131.0
304.0,-866.0
413.0,-748.0
356.0,-755.0
515.0,-7.0
423.0,-839.0
422.0,-835.0
329.0,-975.0
420.0,-716.0
249.0,-806.0
398.0,-742.0
383.0,-1213.0
408.0,-743.0
366.0,-1055.0
332.0,-927.0
442.0,-884.0
439.0,-794.0
435.0,-882.0
389.0,-798.0
384.0,-788.0
286.0,-808.0
465.0,-874.0
406.0,-802.0
447.0,-1111.0
444.0,261.0
426.0,-828.0
324.0,-863.0
303.0,-876.0
435.0,-762.0
405.0,-784.0
518.0,-8.0
421.0,-739.0
426.0,-884.0
388.0,-908.0
438.0,-884.0
438.0,-714.0
346.0,-1119.0
484.0,-1223.0
406.0,146.0
381.0,-1228.0
320.0,348.0
353.0,-809.0
389.0,-993.0
421.0,-711.0
338.0,-1181.0
341.0,-812.0
513.0,57.0
402.0,-796.0
334.0,-972.0
419.0,-888.0
432.0,-755.0
415.0,-917.0
382.0,-1078.0
344.0,-841.0
413.0,-742.0
401.0,-1045.0
368.0,-1197.0
356.0,1397.0
394.0,-770.0
101.0,-845.0
433.0,-837.0
430.0,-774.0
392.0,-1202.0
416.0,-735.0
315.0,-971.0
400.0,-740.0
397.0,-743.0
397.0,-815.0
511.0,-13.0
342.0,-806.0
340.0,-1173.0
403.0,-755.0
470.0,-679.0
447.0,-636.0
388.0,-906.0
425.0,-915.0
481.0,-1222.0
402.0,-884.0
209.0,-1565.0
425.0,-837.0
-412.0,1749.0
425.0,-857.0
375.0,-776.0
550.0,829.0
489.0,-1237.0
491.0,-1223.0
316.0,-1103.0
416.0,-871.0
352.0,1369.0
418.0,-737.0
356.0,-773.0
480.0,-1224.0
46.0,-743.0
-261.0,-498.0
330.0,-802.0
332.0,-1118.0
415.0,-731.0
345.0,-827.0
282.0,-822.0
453.0,-928.0
463.0,-1193.0
389.0,-902.0
398.0,-827.0
475.0,-1239.0
346.0,-1202.0
399.0,-842.0
353.0,-812.0
457.0,-932.0
415.0,-820.0
408.0,-997.0
408.0,-732.0
459.0,-667.0
413.0,-822.0
332.0,1297.0
411.0,-1030.0
342.0,-1189.0
405.0,-1114.0
336.0,-851.0
413.0,-805.0
371.0,-1208.0
431.0,-713.0
317.0,-1101.0
409.0,-984.0
405.0,-801.0
457.0,-1232.0
419.0,-863.0
450.0,-896.0
429.0,-883.0
351.0,-1146.0
321.0,-906.0
334.0,-848.0
508.0,55.0
296.0,-951.0
374.0,-1223.0
584.0,267.0
476.0,-1207.0
432.0,1410.0
382.0,-860.0
356.0,-888.0
415.0,-720.0
434.0,-705.0
522.0,210.0
433.0,-706.0
407.0,-751.0
356.0,-823.0
324.0,-818.0
535.0,-22.0
337.0,-1123.0
367.0,-766.0
489.0,-1220.0
349.0,-1182.0
412.0,-872.0
440.0,-999.0
452.0,-933.0
448.0,-896.0
405.0,-907.0
441.0,-1032.0
481.0,165.0
412.0,-738.0
206.0,-1052.0
378.0,-876.0
336.0,-1145.0
281.0,-815.0
320.0,-941.0
214.0,-1582.0
450.0,-702.0
449.0,-860.0
407.0,-748.0
423.0,-726.0
326.0,-1153.0
482.0,-1128.0
295.0,-1011.0
514.0,-3.0
413.0,-807.0
477.0,-1016.0
445.0,-944.0
445.0,109.0
331.0,-1151.0
341.0,-1175.0
-331.0,-716.0
499.0,-1194.0
415.0,-873.0
515.0,-3.0
361.0,-958.0
383.0,-765.0
428.0,-787.0
294.0,480.0
341.0,-847.0
363.0,-866.0
539.0,-1166.0
274.0,-803.0
465.0,307.0
395.0,-841.0
401.0,-765.0
601.0,301.0
348.0,-1125.0
355.0,-865.0
352.0,-790.0
336.0,-834.0
330.0,-972.0
360.0,-756.0
340.0,-1170.0
334.0,-1120.0
456.0,-1224.0
396.0,-1073.0
415.0,-961.0
328.0,-1156.0
423.0,-833.0
419.0,-700.0
318.0,352.0
421.0,-865.0
304.0,-867.0
403.0,-748.0
386.0,-769.0
353.0,-815.0
183.0,-649.0
341.0,-1187.0
412.0,-816.0
297.0,-959.0
412.0,-794.0
386.0,-899.0
385.0,-1224.0
441.0,-877.0
396.0,-757.0
414.0,-936.0
410.0,-723.0
442.0,-695.0
357.0,-788.0
535.0,-27.0
209.0,-1564.0
282.0,-827.0
-229.0,-471.0
339.0,355.0
389.0,-769.0
295.0,-983.0
410.0,-1119.0
326.0,-970.0
395.0,-761.0
292.0,479.0
396.0,-843.0
493.0,-1232.0
218.0,-723.0
415.0,-886.0
219.0,-1595.0
389.0,-1196.0
529.0,-1065.0
387.0,-778.0
375.0,-1221.0
400.0,-750.0
408.0,-778.0
293.0,480.0
430.0,-858.0
404.0,-804.0
221.0,-1595.0
347.0,-807.0
270.0,-824.0
538.0,-988.0
328.0,-1098.0
434.0,-968.0
392.0,-946.0
430.0,-860.0
425.0,-713.0
393.0,-814.0
331.0,-970.0
367.0,-875.0
401.0,-1048.0
478.0,-966.0
427.0,-736.0
424.0,-723.0
308.0,-817.0
-22.0,-807.0
382.0,-856.0
428.0,-777.0
277.0,-827.0
417.0,-917.0
413.0,-726.0
301.0,-844.0
400.0,-746.0
407.0,-746.0
396.0,-1051.0
425.0,-900.0
333.0,-848.0
389.0,-947.0
399.0,-914.0
363.0,-1196.0
339.0,-841.0
419.0,-730.0
453.0,-932.0
315.0,-972.0
194.0,-992.0
370.0,-864.0
183.0,-658.0
334.0,-1184.0
399.0,-838.0
428.0,-837.0
382.0,-1217.0
401.0,-740.0
399.0,-755.0
412.0,-959.0
-135.0,-720.0
455.0,-739.0
390.0,-1045.0
406.0,229.0
410.0,-725.0
301.0,-963.0
417.0,-880.0
351.0,-829.0
339.0,-1169.0
393.0,-1238.0
413.0,-814.0
259.0,-817.0
373.0,-1205.0
362.0,-801.0
421.0,-832.0
394.0,-757.0
132.0,-595.0
337.0,-1181.0
421.0,-716.0
512.0,46.0
403.0,-753.0
356.0,1401.0
410.0,-854.0
401.0,-828.0
411.0,-724.0
498.0,99.0
615.0,238.0
400.0,-1116.0
362.0,-866.0
432.0,-799.0
408.0,-817.0
288.0,-827.0
378.0,-921.0
569.0,241.0
515.0,-26.0
429.0,-737.0
397.0,-1055.0
433.0,-880.0
478.0,-33.0
409.0,-963.0
428.0,-836.0
420.0,-741.0
414.0,-837.0
412.0,-723.0
251.0,-804.0
363.0,-824.0
327.0,-1155.0
332.0,-1170.0
79.0,984.0
313.0,-829.0
617.0,-1440.0
388.0,-769.0
281.0,-826.0
290.0,-813.0
323.0,-811.0
-87.0,1152.0
301.0,-978.0
279.0,-818.0
402.0,-754.0
412.0,-805.0
306.0,-842.0
386.0,-900.0
433.0,-756.0
445.0,-859.0
138.0,1006.0
418.0,-743.0
395.0,-884.0
