state,action0,action1,action2
c66f1,488.5525125628062,460.60650883584117,475.6669874371781
c6f3a,239.7312471530844,265.32433715308434,256.67109378155345
c8c81,252.76109378155343,238.71099715749682,240.4150923082251
c8f56,446.0129091380458,461.0825514508718,447.4698809467791
c91bc,253.492948821638,239.1238292587928,247.86057149209856
ca05b,447.1056146014787,470.06386493428414,459.3632262849412
cc6bb,330.46844338933374,343.90634354895235,332.4672793553451
cca40,424.83957796321243,443.03814656190815,431.05994541837697
ccbcd,332.76048923920473,320.4328843468126,324.4328843468126
ccc67,435.82348428013904,425.4652494373376,428.4652494373376
ce63e,259.1304723111994,237.92123968103348,245.18871401876063
cf5df,428.10481534617674,426.7758703964275,367.11262359318795
d029f,252.07270403014718,246.55197698984568,242.55197698984568
d0c9e,465.6436389402709,454.9872025508681,459.9872025508681
d15e7,244.98443732273807,236.53459294951065,237.53459294951065
d18b2,408.45125597091834,396.3667434112091,396.3667434111823
d26ea,233.16924702001552,253.37453615308434,248.84079079155347
d2f48,256.2351276851396,253.37453615308434,251.17937554248803
d359f,460.83345722010574,448.22512264790464,453.22512264790464
d4053,397.3667434112091,455.01814656190817,446.46796509628905
d40fb,264.37546444112866,235.7118302719326,239.1135657997459
d42ed,235.71737310522946,248.76109378155346,237.69640529209227
d4679,345.74700800831795,329.8526501895097,331.1531647238409
d48ff,241.38036946425345,235.9665657696109,230.9665657696109
d4e33,260.7479710248004,233.2695663435366,240.87853874125844
d4ee9,342.28990103870507,341.27116702030446,334.830807134584
d50d8,442.8875766149434,459.07630555086814,446.47455012508885
d5b14,464.6760088358412,454.0292487474827,459.0292487474827
d6e5a,334.8166425489523,329.21978603602093,329.1624884140624
d6f0c,239.7312471530844,230.33393387942795,235.33392226267745
d74fe,452.43261648907145,438.115559275301,405.5152414308642
d83c7,254.6545881606233,218.34848467240863,237.22703306571265
d874e,466.6795393215708,456.01274392835506,454.01274392835506
d9521,450.0991828773046,439.5026600165571,438.5642727595473
da287,470.33407305209175,451.87108707040574,458.63073232157075
da4d4,327.7099011360671,349.2495030386726,333.4169154497001
da4ea,264.492948821638,257.7718077967943,254.84801933342155
da957,446.7028714214255,445.3623761997016,438.2358427072112
daab3,446.70287142140893,446.3079699227247,389.389029251747
db652,453.044424998355,438.5139807483714,438.5139807483714
db935,461.26842452535936,452.6557402801057,450.6557402801057
dbaf8,434.43920742093877,427.09460158595255,423.08117779066663
dbb1d,324.67507642057467,330.56724392823475,323.2615714889523
dccb3,452.3966402248385,499.4425125628006,390.0576625246522
dcdc2,450.82859231411885,480.5774874371781,472.72464887593316
dd494,437.94710332712833,425.567632230351,429.5676313274319
ddb36,485.5136065628062,478.6584704971781,479.6584704971781
de3d4,271.77376231119945,250.0385689379602,263.0558564110168
df486,462.01264392835503,447.3925174890714,450.3925174890714
df56b,232.83149916979596,224.50298812530474,225.4995814883593
df979,454.2368727483279,326.2285471493874,438.88663264015315
dff17,333.8669860344101,319.17176182467597,312.10179950870577
e0850,236.45239017809797,265.7718077967943,260.1140897188263
e1335,252.72407033685965,248.44878908631202,235.6250931146186
e1fee,446.7028714214255,440.21814308436893,436.99000815764924
e29c9,336.38532285808606,227.6444648101355,324.22752780932393
e2fa8,447.2335235914787,436.15208744532606,441.7611882861992
e38ab,450.81494028010576,462.01264392835503,447.3925174890714
e39ee,435.0824564378261,448.10561460147113,431.0432955463991
e3d6c,479.6584704971781,458.63956733087315,467.86188579220624
e4e54,433.4652494373376,499.4425125628062,488.44808743717806
e52d0,237.3423828836379,232.96895905480147,227.96895905480147
e62e4,229.96656576960854,180.4558646599732,221.20792667599494
e7866,249.95387591220648,238.4543371530844,237.4543371530844
e8026,253.16287591220652,253.66714374868633,247.1304722689401
e81d4,212.65857900431715,207.53198785156388,209.53185347409504
e830a,249.2334828437379,243.84079079155316,242.17761201699054
e8490,237.9004907915535,232.9489590547997,231.52148587175358
ea415,463.63640883584117,454.35346234267877,456.4779737930606
eaa19,474.0193947922062,467.8521283625388,432.8023585162666
eb1e3,244.22120603014716,234.57280676881322,237.07277396459762
eb3be,338.2495030379109,331.55724392823424,324.24449384510154
eb432,457.1325514508718,447.2441376795274,450.04349490005336
eb624,462.7033389402709,443.34370005002245,457.0737989481011
ec1c7,345.86663173795426,332.40796542057467,336.40796542057467
ec54e,470.06386493428414,460.72710295956364,459.9814708096549
ed823,460.37261648907145,452.3367908773046,452.7688902203016
ed909,233.81499588230082,230.46270647223355,222.45284242759385
ee0d6,249.84079079155347,244.5308875895482,240.12886499265923
ee1a7,246.62916758808743,241.16287591220652,236.16287591220652
ee9d5,325.6667439282347,316.71302873968114,312.18077876600904
ef0d2,258.14604864709435,245.56178405032003,245.56326598338683
ef4cf,461.82859231418064,425.97917887851304,451.2103006830688
f0cbb,449.46796509628905,476.09502328494125,463.33407305209175
f0d58,263.46814374862873,229.79110898544403,253.69091973339056
f10d9,323.8274699483109,314.58919524882776,318.58919524882776
f11a7,478.33407305209175,465.55073232157076,472.55073232157076
f1250,443.9021626566025,455.8310519407787,438.7783680287856
f2ade,248.11287591220653,244.55989584373796,238.63174715308443
f3282,324.4883320080231,323.6378197873527,303.3178728505826
f391e,316.10420854454986,334.5758764205747,328.1585051555473
f4466,247.8589590548015,241.38036946425345,235.38036946425345
f44b7,442.3367908773046,450.87108707040574,442.3623761997016
f513a,471.7717125628063,470.33407305209175,465.0528413139843
f65cc,329.96640800831796,321.40241013785493,317.410896810997
f7d96,473.8618857922057,458.47256056479625,464.16791140648263
f7ec2,432.8671033271201,372.23203126301127,413.39811723652406
f8046,244.14246800431673,139.2556070447372,238.61341451757025
f8726,442.651074101052,459.2068727483714,451.6148040208876
f898c,454.7611349408725,447.1626884153015,438.04555513098313
f8b72,246.9665657696109,249.2334828437379,239.7411480153005
fa2b7,319.5891952486503,286.2032180412627,312.36027230778313
fa3cf,257.23953914008723,250.40453615308436,245.66714374868633
fa4dd,261.1304723111994,249.98901879679434,248.5191675880874
fa7ae,441.88885243770454,464.31920084428407,455.6760088358412
fabf5,319.9389557740626,336.99388576636886,328.6239469086915
fb4a3,448.2038225914782,436.20069735012544,424.3632404023046
fb8a0,246.62916758808743,237.16287591220652,238.16287591220652
fbe10,257.14604864709435,244.57424297683116,250.57457855803216
fc47b,328.4328843468126,314.1771036308152,297.91999980099075
fc56d,439.90829032418065,427.50053572588524,426.4031560735466
fc71f,253.16287591220598,245.81872131590563,243.3534517910871
fdb99,464.01274392835506,453.3726164783948,457.3726164874344
fde3f,461.7003323215703,442.7907957210344,445.8689417663906
ff108,484.6384704971781,472.79208579220625,478.79208579220625
